,sl.no.,correct,Question_link,direction,explanation,section_type,optA,optB,optC,optD,optE,category,usedFor,lang,sources,name
779,102,c,https://i.imgur.com/RV5AHPT.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
780,103,d,https://i.imgur.com/lXMy6A3.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
781,104,b,https://i.imgur.com/6pZksMY.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
782,105,d,https://i.imgur.com/wfgFca9.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
783,106,d,https://i.imgur.com/aTq9wrl.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
784,107,c,https://i.imgur.com/CSr0g8R.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
785,108,c,https://i.imgur.com/kPCrat2.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
786,109,c,https://i.imgur.com/ZoW1yfZ.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
787,110,a,https://i.imgur.com/KgiTl3U.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
788,111,a,https://i.imgur.com/N9WzAtl.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
789,112,c,https://i.imgur.com/30s0TpA.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
790,113,c,https://i.imgur.com/cdMuM2T.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
791,115,c,https://i.imgur.com/k6h7olq.png,,,locopilot_electrical,A,B,C,D,E,23.1,ALP,Hindi,RBD,Primary & Secondry Cell
