sl.no,correct,QuestionLink,direction,concepts,explanation,section_type,optA,optB,optC,optD,optE,category,usedFor,lang,source,name
3,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (52).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (52).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
5,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (53).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (53).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
6,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (54).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (54).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
7,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (55).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (55).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
8,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (56).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (56).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
9,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (57).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (57).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
1,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (58).png,,"6,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (58).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
2,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (59).png,,"4,3,6",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (59).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
3,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (60).png,,"4,6",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (60).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
1,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (61).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (61).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
3,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (62).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (62).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
4,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (63).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (63).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
5,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (64).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (64).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
6,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (65).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (65).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
7,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (66).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (66).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
8,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (67).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (67).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
9,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (68).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (68).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
10,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (69).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (69).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
1,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (70).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (70).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
2,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (71).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (71).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
3,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (72).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (72).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
4,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (73).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (73).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
5,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (74).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (74).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
6,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (75).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (75).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
7,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (76).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (76).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
8,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (77).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (77).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
9,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (78).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (78).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
10,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (79).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (79).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
11,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (80).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (80).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
12,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (81).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (81).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
13,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (82).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (82).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
14,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (83).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (83).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
15,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (84).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (84).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
1,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (85).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (85).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
2,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (86).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (86).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
3,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (87).png,,"2,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (87).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
4,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (88).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (88).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
5,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (89).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (89).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
6,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (90).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (90).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
7,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (91).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (91).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
8,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (92).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (92).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
9,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (93).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (93).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
10,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (94).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (94).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
11,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (95).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (95).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
12,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (96).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (96).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
14,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (97).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (97).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
15,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (98).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (98).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
1,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/1 (99).png,,"1,2",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/1 (99).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
2,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (01).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (01).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
3,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (02).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (02).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
4,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (03).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (03).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
5,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (04).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (04).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
6,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (05).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (05).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
7,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (06).png,,"1,3,4,6",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (06).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
8,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (07).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (07).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
9,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (08).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (08).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
10,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (09).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (09).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
11,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (10).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (10).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
1,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (11).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (11).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
2,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (12).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (12).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
1,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (13).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (13).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
2,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (14).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (14).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
3,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (15).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (15).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
4,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (16).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (16).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
6,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (17).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (17).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
7,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (18).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (18).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
8,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (19).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (19).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
9,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (20).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (20).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
10,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (21).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (21).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
11,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (22).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (22).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
12,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (23).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (23).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
13,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (24).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (24).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
14,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (25).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (25).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
15,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (26).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (26).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
1,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (27).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (27).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
2,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (28).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (28).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
3,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (29).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (29).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
4,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (30).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (30).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
5,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (31).png,,"2,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (31).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
6,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (32).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (32).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
7,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (33).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (33).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
8,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (34).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (34).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
1,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (35).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (35).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
2,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (36).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (36).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
3,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (37).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (37).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
4,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (38).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (38).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
5,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (39).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (39).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
1,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (40).png,,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (40).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
2,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (41).png,,"2,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (41).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
3,1,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (42).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (42).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
4,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (43).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (43).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
1,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (44).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (44).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
2,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (45).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (45).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
3,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (46).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (46).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
4,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (47).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (47).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
5,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (48).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (48).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
7,4,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (49).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (49).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
8,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (50).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (50).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
9,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (51).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (51).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
10,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (52).png,,"1,3,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (52).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
1,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (53).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (53).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
2,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (54).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (54).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
3,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (55).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (55).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
4,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (56).png,,"1,3",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (56).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
5,3,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/2 (57).png,,"1,3,6",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/2 (57).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
1,2,https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lques/3 (01).png,,"2,4",https://s3.amazonaws.com/trialgeometry2/kiranmathsp&lsol/3 (01).png,Maths,A,B,C,D,,12.1,ssc,Bi,Kiran Maths,Profit & Loss
