sl.no.,correct,QuestionLink,direction,explanation,sectionType,optA,optB,optC,optD,category,usedFor,lang,sources
6,b,https://i.imgur.com/F4ZNr6W.png,,https://i.imgur.com/gurUj1j.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
7,b,https://i.imgur.com/DSWcP7V.png,,https://i.imgur.com/wmK9FMH.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
8,d,https://i.imgur.com/SyDreon.png,,https://i.imgur.com/xNRUL0d.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
10,a,https://i.imgur.com/Gsy5oVo.png,,https://i.imgur.com/uMKsQKl.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
11,c,https://i.imgur.com/UUE1Crv.png,,https://i.imgur.com/SJog6DH.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
12,a,https://i.imgur.com/8CkytHc.png,,https://i.imgur.com/LAlfSnA.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
13,d,https://i.imgur.com/EeWW6K5.png,,https://i.imgur.com/yUGEhqR.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
14,b,https://i.imgur.com/NVvgRtO.png,,https://i.imgur.com/Pp9FPPx.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
15,d,https://i.imgur.com/DZnfufu.png,,https://i.imgur.com/sAYI9Ss.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
17,b,https://i.imgur.com/gmw0il7.png,,https://i.imgur.com/vHmE5TA.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
18,c,https://i.imgur.com/KYu3pB9.png,,https://i.imgur.com/Yi3KA0K.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
19,b,https://i.imgur.com/4RcOsHH.png,,https://i.imgur.com/xhJSmDa.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
20,d,https://i.imgur.com/CgseIO1.png,,https://i.imgur.com/vfYFZ8L.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
21,b,https://i.imgur.com/SNPk2Ji.png,,https://i.imgur.com/yiEDXgu.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
22,d,https://i.imgur.com/mnIJ63T.png,,https://i.imgur.com/DUzNWyP.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
23,a,https://i.imgur.com/0LJVj2b.png,,https://i.imgur.com/ahJW9fh.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
25,a,https://i.imgur.com/Igi2ZWx.png,,https://i.imgur.com/CKvmK0R.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
26,a,https://i.imgur.com/eh72OiD.png,,https://i.imgur.com/6aVLig5.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
27,d,https://i.imgur.com/aSmgRMp.png,,https://i.imgur.com/1GTFBEQ.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
28,d,https://i.imgur.com/lRZueth.png,,https://i.imgur.com/WuFFtIu.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
29,d,https://i.imgur.com/buZ7ZSs.png,,https://i.imgur.com/DEa9rrF.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
30,a,https://i.imgur.com/XHAi5nQ.png,,https://i.imgur.com/C6hvG07.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
31,d,https://i.imgur.com/6V1OEMk.png,,https://i.imgur.com/CGXLcMf.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
32,c,https://i.imgur.com/ZYpTLC3.png,,https://i.imgur.com/AxUWBc1.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
33,c,https://i.imgur.com/3a2vqxP.png,,https://i.imgur.com/m3bstHA.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
35,a,https://i.imgur.com/CxzCL5c.png,,https://i.imgur.com/pRXfD7m.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
36,c,https://i.imgur.com/UCZaKt8.png,,https://i.imgur.com/39Yc2sH.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
39,a,https://i.imgur.com/VYhXVoV.png,,https://i.imgur.com/KmXHpGX.png,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
40,d,https://i.imgur.com/C8wGlen.png,,,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
41,a,https://i.imgur.com/UitUM3w.png,,,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
42,d,https://i.imgur.com/eRu56Jt.png,,,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
43,c,https://i.imgur.com/4gmGcEe.png,,,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
44,b,https://i.imgur.com/Hs9E7zB.png,,,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
45,d,https://i.imgur.com/8V3uzRt.png,,,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
46,a,https://i.imgur.com/gpFGlak.png,,,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
47,a,https://i.imgur.com/ttfm2Ro.png,https://i.imgur.com/g0URi3h.png,,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
48,c,https://i.imgur.com/CG7JTZw.png,https://i.imgur.com/g0URi3h.png,,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
49,c,https://i.imgur.com/zfMnBkJ.png,https://i.imgur.com/g0URi3h.png,,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
52,b,https://i.imgur.com/YKarz8s.png,,,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
53,d,https://i.imgur.com/GsUuoLX.png,,,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
54,a,https://i.imgur.com/PPVMnKI.png,,,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
55,c,https://i.imgur.com/NDyuGmT.png,,,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
57,b,https://i.imgur.com/MQaUmzx.png,,,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
58,d,https://i.imgur.com/qfwx3B9.png,,,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
59,d,https://i.imgur.com/sL4KDqL.png,,,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
60,d,https://i.imgur.com/GpEuNON.png,,,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
61,b,https://i.imgur.com/0noI405.png,,,cat_quant,A,B,C,D,1.3,cat,Eng,arun sharma
1,a,https://i.imgur.com/jo7LZr4.png,,https://i.imgur.com/MCdppQL.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
2,a,https://i.imgur.com/NfPyoDd.png,,https://i.imgur.com/PaZjJTF.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
4,c,https://i.imgur.com/iXOOYkA.png,,https://i.imgur.com/5gGT8MV.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
5,d,https://i.imgur.com/RN1rZ6W.png,,https://i.imgur.com/po7uyW7.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
6,d,https://i.imgur.com/Yv6rNCn.png,,https://i.imgur.com/1katOzH.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
7,c,https://i.imgur.com/yFV7CDM.png,,https://i.imgur.com/JcPWM7J.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
8,a,https://i.imgur.com/VaPL5sU.png,,https://i.imgur.com/ZdLCGVR.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
9,a,https://i.imgur.com/n8Nj0lK.png,,https://i.imgur.com/386facz.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
11,a,https://i.imgur.com/UiQGTxD.png,,https://i.imgur.com/KxgbZyj.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
12,a,https://i.imgur.com/E9ZeUuF.png,,https://i.imgur.com/Exw7VB5.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
13,c,https://i.imgur.com/DqTyTCY.png,,https://i.imgur.com/mNui5Ph.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
14,a,https://i.imgur.com/C0lRoLp.png,,https://i.imgur.com/8HV9F7j.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
16,d,https://i.imgur.com/NObyD0E.png,,https://i.imgur.com/xduWSSP.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
17,a,https://i.imgur.com/1DQQ1bk.png,,https://i.imgur.com/yBgpqE5.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
18,b,https://i.imgur.com/K23mfi9.png,,https://i.imgur.com/LRdshvG.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
19,d,https://i.imgur.com/kHcp4Nv.png,,https://i.imgur.com/tvQXD1I.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
20,a,https://i.imgur.com/goy1S5h.png,,https://i.imgur.com/GdKmAXq.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
21,c,https://i.imgur.com/YzZuarq.png,,https://i.imgur.com/Ai4xkcs.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
24,d,https://i.imgur.com/ShB8I4Q.png,,https://i.imgur.com/4wEdYsa.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
25,b,https://i.imgur.com/zaoJeL6.png,,https://i.imgur.com/SotWbka.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
26,d,https://i.imgur.com/xgVoPdC.png,,https://i.imgur.com/6kvyJjt.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
27,d,https://i.imgur.com/l1VEQW0.png,,https://i.imgur.com/eCvhFfK.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
28,c,https://i.imgur.com/ZFvtHIV.png,,https://i.imgur.com/dkkBwXm.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
29,d,https://i.imgur.com/LfHR4mO.png,,https://i.imgur.com/pSas1AL.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
30,d,https://i.imgur.com/BtzsY7C.png,,https://i.imgur.com/ph3QSDs.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
31,a,https://i.imgur.com/OOE4SH5.png,,https://i.imgur.com/JWvvesw.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
32,b,https://i.imgur.com/Ca1QszY.png,,https://i.imgur.com/RYtaOYk.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
33,a,https://i.imgur.com/8ro6x25.png,,https://i.imgur.com/4FulNyV.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
34,a,https://i.imgur.com/X4xE6p7.png,,https://i.imgur.com/cr3VIna.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
35,a,https://i.imgur.com/O1EsMsX.png,,https://i.imgur.com/4lWa9R5.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
36,d,https://i.imgur.com/kNjv7FB.png,,https://i.imgur.com/yYrhLtY.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
38,b,https://i.imgur.com/JVy95at.png,,https://i.imgur.com/7Jftjrv.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
40,a,https://i.imgur.com/wNQg3P4.png,,https://i.imgur.com/DJ7KNIF.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
41,b,https://i.imgur.com/5QZSIeh.png,,https://i.imgur.com/2ugh7tW.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
42,a,https://i.imgur.com/kavJHNx.png,,https://i.imgur.com/QQ8qnzS.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
43,a,https://i.imgur.com/Mh7ZWn5.png,,https://i.imgur.com/wdK0eEO.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
45,c,https://i.imgur.com/l6zwIY1.png,,https://i.imgur.com/JvZZwRk.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
46,c,https://i.imgur.com/5nmYvF8.png,,https://i.imgur.com/zN3GRCI.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
47,c,https://i.imgur.com/5AZQpfU.png,,https://i.imgur.com/0ibatHK.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
48,a,https://i.imgur.com/kkaV545.png,,https://i.imgur.com/jt5QnX0.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
49,d,https://i.imgur.com/HM9292A.png,,https://i.imgur.com/B5z4WKz.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
50,a,https://i.imgur.com/T51s9LW.png,,https://i.imgur.com/W64bXcV.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
51,b,https://i.imgur.com/LRcB07S.png,,https://i.imgur.com/xIxLuor.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
52,a,https://i.imgur.com/Qox4Ide.png,,https://i.imgur.com/iT4yW46.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
53,b,https://i.imgur.com/HMF3RpT.png,,https://i.imgur.com/k5H2HcZ.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
54,c,https://i.imgur.com/bzQKo05.png,,https://i.imgur.com/GyJNqIU.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
55,c,https://i.imgur.com/C50mKeu.png,,https://i.imgur.com/xibxx4p.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
57,b,https://i.imgur.com/sdKKyPR.png,,https://i.imgur.com/dvhq8ar.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
58,a,https://i.imgur.com/Gd3khab.png,,https://i.imgur.com/cXYUHU9.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
59,a,https://i.imgur.com/Wt5Azlh.png,,https://i.imgur.com/I6tjlo8.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
60,b,https://i.imgur.com/MD4N55M.png,,https://i.imgur.com/4G8ntCJ.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
61,c,https://i.imgur.com/BHhIcSU.png,,https://i.imgur.com/n5ruOXo.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
62,d,https://i.imgur.com/8eqa8QH.png,,https://i.imgur.com/7mbAQs5.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
64,b,https://i.imgur.com/y9lvgkG.png,,https://i.imgur.com/WyjR9HK.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
65,a,https://i.imgur.com/DtiAZTN.png,,https://i.imgur.com/vQnYUPP.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
66,c,https://i.imgur.com/3coI45k.png,,https://i.imgur.com/KPMLgSs.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
67,b,https://i.imgur.com/iYsbSLH.png,,https://i.imgur.com/lWE0Jwq.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
68,a,https://i.imgur.com/bsXwahV.png,,https://i.imgur.com/mchMDK8.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
69,a,https://i.imgur.com/loA10p6.png,,https://i.imgur.com/ZegdNyR.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
70,a,https://i.imgur.com/2wMFj4W.png,,https://i.imgur.com/nziHumZ.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
71,a,https://i.imgur.com/f94KPuR.png,,https://i.imgur.com/wx9le72.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
73,a,https://i.imgur.com/6dYFYZN.png,,https://i.imgur.com/i6ndb0W.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
74,d,https://i.imgur.com/6tcwNpV.png,,https://i.imgur.com/sy6jTRL.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
75,d,https://i.imgur.com/iCkwrsa.png,,https://i.imgur.com/fVorSDs.png,cat_quant,A,B,C,D,10.1,cat,Eng,arun sharma
1,c,https://i.imgur.com/3N2PIYW.png,,https://i.imgur.com/9JhavHQ.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
2,a,https://i.imgur.com/8uSTEDQ.png,,https://i.imgur.com/oOvIecS.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
3,a,https://i.imgur.com/p3dZzAl.png,,https://i.imgur.com/YVJuUlM.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
4,c,https://i.imgur.com/JTHIA39.png,,https://i.imgur.com/rOK90mm.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
5,a,https://i.imgur.com/07Yr5Vz.png,,https://i.imgur.com/oKJScAZ.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
6,b,https://i.imgur.com/IiKgYqj.png,,https://i.imgur.com/4hU3c0U.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
7,b,https://i.imgur.com/l0BVxuU.png,,https://i.imgur.com/hJur5M8.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
8,d,https://i.imgur.com/tI5sKUr.png,,https://i.imgur.com/Soh41JB.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
9,b,https://i.imgur.com/zklem4u.png,,https://i.imgur.com/jUF5sKR.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
10,a,https://i.imgur.com/igXlFzJ.png,,https://i.imgur.com/Bv4tCwT.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
11,b,https://i.imgur.com/yIJYQx1.png,,https://i.imgur.com/0gMp3Iq.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
12,c,https://i.imgur.com/fkXC9EA.png,,https://i.imgur.com/FWmiSwT.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
15,b,https://i.imgur.com/jMsGv0Y.png,,https://i.imgur.com/q1FsYog.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
16,a,https://i.imgur.com/uoIeOW6.png,,https://i.imgur.com/UTS9zk0.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
17,c,https://i.imgur.com/g6vBEBp.png,,https://i.imgur.com/h9Kvphd.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
18,d,https://i.imgur.com/G4ZGGuc.png,,https://i.imgur.com/NC0jbZL.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
21,b,https://i.imgur.com/PJXlwwE.png,,https://i.imgur.com/iMy7AY1.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
22,c,https://i.imgur.com/4sDuxjR.png,,https://i.imgur.com/6WpKWR6.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
23,a,https://i.imgur.com/V81bCGx.png,,https://i.imgur.com/AxzEDGY.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
24,c,https://i.imgur.com/Wm5krkW.png,,https://i.imgur.com/92Vjr8B.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
25,d,https://i.imgur.com/h8TVMb5.png,,https://i.imgur.com/J2ZYRog.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
29,d,https://i.imgur.com/X75V8rY.png,https://i.imgur.com/c4qFLgk.png,https://i.imgur.com/CQUydrP.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
30,d,https://i.imgur.com/vZGNbQh.png,https://i.imgur.com/c4qFLgk.png,https://i.imgur.com/CHTsTCV.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
31,c,https://i.imgur.com/wYRZBGC.png,,https://i.imgur.com/xqF8mjS.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
32,b,https://i.imgur.com/a7HuRqG.png,,https://i.imgur.com/1aLEmFn.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
33,d,https://i.imgur.com/oSzYDOr.png,,https://i.imgur.com/0sAUuh6.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
35,c,https://i.imgur.com/r7ydMW3.png,,https://i.imgur.com/MMmMKMy.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
36,c,https://i.imgur.com/Fvspvnm.png,,https://i.imgur.com/oU3Jukk.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
37,a,https://i.imgur.com/uaRP7BT.png,,https://i.imgur.com/V5Sx6Dz.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
39,b,https://i.imgur.com/weRgMvc.png,https://i.imgur.com/yJPkmjj.png,https://i.imgur.com/5jGAm3p.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
40,d,https://i.imgur.com/XVd8f4Q.png,https://i.imgur.com/yJPkmjj.png,https://i.imgur.com/BSlqr55.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
41,b,https://i.imgur.com/ikrJi7s.png,https://i.imgur.com/85vBM1q.png,https://i.imgur.com/wnzk2xr.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
42,b,https://i.imgur.com/uo1ueGs.png,https://i.imgur.com/85vBM1q.png,https://i.imgur.com/AhETXma.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
43,c,https://i.imgur.com/S0siJba.png,https://i.imgur.com/85vBM1q.png,https://i.imgur.com/EieOohg.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
44,c,https://i.imgur.com/Y1bSWEm.png,,https://i.imgur.com/o61VqAP.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
46,b,https://i.imgur.com/ROF4HdQ.png,,https://i.imgur.com/zwe1DNr.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
47,a,https://i.imgur.com/qFQJEuW.png,,https://i.imgur.com/06YNNfT.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
48,b,https://i.imgur.com/RG5fviY.png,,https://i.imgur.com/VGsDiBr.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
49,c,https://i.imgur.com/efEXpwK.png,,https://i.imgur.com/iSyWTwB.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
50,a,https://i.imgur.com/2LpNxRz.png,,https://i.imgur.com/89DDtHe.png,cat_quant,A,B,C,D,10.2,cat,Eng,arun sharma
1,d,https://i.imgur.com/AGSG3eF.png,,https://i.imgur.com/xXs6BRb.png,cat_quant,A,B,C,D,10.3,cat,Eng,arun sharma
2,d,https://i.imgur.com/5VcK8Rf.png,,https://i.imgur.com/l8XqHUi.png,cat_quant,A,B,C,D,10.3,cat,Eng,arun sharma
3,d,https://i.imgur.com/B4A5dbJ.png,,https://i.imgur.com/XKyj7Uj.png,cat_quant,A,B,C,D,10.3,cat,Eng,arun sharma
4,a,https://i.imgur.com/f6Rr81W.png,,https://i.imgur.com/sDiiZeq.png,cat_quant,A,B,C,D,10.3,cat,Eng,arun sharma
5,b,https://i.imgur.com/FQC6JRj.png,,https://i.imgur.com/80eraaX.png,cat_quant,A,B,C,D,10.3,cat,Eng,arun sharma
7,a,https://i.imgur.com/ehbMEHY.png,,https://i.imgur.com/sVw6UuB.png,cat_quant,A,B,C,D,10.3,cat,Eng,arun sharma
8,d,https://i.imgur.com/UwFBr3d.png,,https://i.imgur.com/QDCYgIk.png,cat_quant,A,B,C,D,10.3,cat,Eng,arun sharma
9,c,https://i.imgur.com/1pevziX.png,,https://i.imgur.com/AWsNuKu.png,cat_quant,A,B,C,D,10.3,cat,Eng,arun sharma
12,b,https://i.imgur.com/nLxRXIX.png,,https://i.imgur.com/vLbdg26.png,cat_quant,A,B,C,D,10.3,cat,Eng,arun sharma
13,b,https://i.imgur.com/cW5CzG1.png,,https://i.imgur.com/0HwK9cg.png,cat_quant,A,B,C,D,10.3,cat,Eng,arun sharma
14,b,https://i.imgur.com/tSExSJ7.png,,https://i.imgur.com/kn27vRS.png,cat_quant,A,B,C,D,10.3,cat,Eng,arun sharma
15,b,https://i.imgur.com/LP9rLIn.png,,https://i.imgur.com/sheF1nt.png,cat_quant,A,B,C,D,10.3,cat,Eng,arun sharma
16,d,https://i.imgur.com/GU8OZcT.png,,https://i.imgur.com/wU8g7lE.png,cat_quant,A,B,C,D,10.3,cat,Eng,arun sharma
17,d,https://i.imgur.com/XDqYAla.png,,https://i.imgur.com/d86ROpE.png,cat_quant,A,B,C,D,10.3,cat,Eng,arun sharma
18,d,https://i.imgur.com/LMHKVSu.png,,https://i.imgur.com/qPOv4Bj.png,cat_quant,A,B,C,D,10.3,cat,Eng,arun sharma
20,c,https://i.imgur.com/qQW1uPr.png,,https://i.imgur.com/C6DS7Sh.png,cat_quant,A,B,C,D,10.3,cat,Eng,arun sharma
21,b,https://i.imgur.com/n6n7Ygh.png,,https://i.imgur.com/2RbqIqp.png,cat_quant,A,B,C,D,10.3,cat,Eng,arun sharma
23,b,https://i.imgur.com/vtnNNNJ.png,,https://i.imgur.com/exkr3y4.png,cat_quant,A,B,C,D,10.3,cat,Eng,arun sharma
24,b,https://i.imgur.com/GxHC1J3.png,,https://i.imgur.com/4uJ0Nna.png,cat_quant,A,B,C,D,10.3,cat,Eng,arun sharma
25,a,https://i.imgur.com/jiSpGn7.png,,https://i.imgur.com/sg6cfSb.png,cat_quant,A,B,C,D,10.3,cat,Eng,arun sharma
26,d,https://i.imgur.com/v796nbf.png,,https://i.imgur.com/KHHcaGR.png,cat_quant,A,B,C,D,10.3,cat,Eng,arun sharma
1,a,https://i.imgur.com/MENDKzp.png,,https://i.imgur.com/5NzSkaW.png,cat_quant,A,B,C,D,11.1,cat,Eng,arun sharma
3,c,https://i.imgur.com/rrQSOcw.png,,https://i.imgur.com/ZpuNuif.png,cat_quant,A,B,C,D,11.1,cat,Eng,arun sharma
4,a,https://i.imgur.com/wGLe8jH.png,,https://i.imgur.com/BQtxZJF.png,cat_quant,A,B,C,D,11.1,cat,Eng,arun sharma
5,a,https://i.imgur.com/BgEpfVC.png,,https://i.imgur.com/fKCgalH.png,cat_quant,A,B,C,D,11.1,cat,Eng,arun sharma
7,a,https://i.imgur.com/hO5GBvJ.png,,https://i.imgur.com/Dyvp3NU.png,cat_quant,A,B,C,D,11.1,cat,Eng,arun sharma
8,d,https://i.imgur.com/qqZpIGb.png,,https://i.imgur.com/DD8Asob.png,cat_quant,A,B,C,D,11.1,cat,Eng,arun sharma
9,a,https://i.imgur.com/cQO1gnq.png,,https://i.imgur.com/LUVDEJG.png,cat_quant,A,B,C,D,11.1,cat,Eng,arun sharma
10,d,https://i.imgur.com/ZLAWAvH.png,,https://i.imgur.com/IZTTeD1.png,cat_quant,A,B,C,D,11.1,cat,Eng,arun sharma
12,a,https://i.imgur.com/0IAoR1H.png,,https://i.imgur.com/8UkLVfw.png,cat_quant,A,B,C,D,11.1,cat,Eng,arun sharma
13,b,https://i.imgur.com/gzJy0Ev.png,,https://i.imgur.com/EIhfgLi.png,cat_quant,A,B,C,D,11.1,cat,Eng,arun sharma
15,b,https://i.imgur.com/iosxdOK.png,,https://i.imgur.com/XatEV9c.png,cat_quant,A,B,C,D,11.1,cat,Eng,arun sharma
16,b,https://i.imgur.com/elMcM1l.png,,https://i.imgur.com/UpdLWpU.png,cat_quant,A,B,C,D,11.1,cat,Eng,arun sharma
18,a,https://i.imgur.com/ZbTwLYG.png,,https://i.imgur.com/Koxzr1S.png,cat_quant,A,B,C,D,11.1,cat,Eng,arun sharma
20,a,https://i.imgur.com/4XuIBpP.png,,https://i.imgur.com/1oj6xfQ.png,cat_quant,A,B,C,D,11.1,cat,Eng,arun sharma
