sl.no.,correct,QuestionLink,direction,explanation,section_type,category,topic_category,difficulty_level,optA,optB,optC,optD,optE,usedFor,lang,sources,chp_name,sl. No.
1,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (01).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
2,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (02).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
3,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (03).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
4,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (04).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
5,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (05).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
6,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (06).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
7,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (07).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
8,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (08).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
9,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (09).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
10,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (10).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
11,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (11).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
12,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (12).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
13,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (13).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
14,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (14).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
15,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (15).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
16,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (16).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
17,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (17).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
18,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (18).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
19,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (19).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
20,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (20).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
21,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (21).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
22,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (22).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
23,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (23).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
24,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (24).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
25,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (25).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
26,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (26).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
27,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (27).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
28,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (28).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
29,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (29).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
30,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (30).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
32,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (31).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
33,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (32).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
34,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (33).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
35,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (34).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
36,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (35).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
37,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (36).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
38,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (37).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
39,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (38).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
40,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (39).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
41,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/4 (40).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
1,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (01).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
2,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (02).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
3,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (03).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
4,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (04).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
5,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (05).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
6,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (06).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
7,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (07).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
8,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (08).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
9,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (09).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
10,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (10).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
11,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (11).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
12,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (12).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
13,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (13).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
14,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (14).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
15,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (15).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
16,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (16).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
17,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (17).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
18,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (18).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
19,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (19).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
20,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (20).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
21,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (21).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
22,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (22).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
23,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (23).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
24,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (24).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
25,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (25).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
26,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (26).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
27,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (27).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
28,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (28).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
29,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (29).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
30,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (30).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
32,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (31).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
33,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (32).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
34,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (33).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
35,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (34).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
36,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (35).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
37,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (36).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
38,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (37).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
39,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/5 (38).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
1,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/6 (01).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
2,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/6 (02).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
3,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/6 (03).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
4,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/6 (04).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
5,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/6 (05).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
6,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/6 (06).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
7,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/6 (07).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
8,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/6 (08).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
9,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/6 (09).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
10,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/6 (10).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
11,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/6 (11).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
12,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/6 (12).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
13,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/6 (13).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
14,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/6 (14).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
15,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/6 (15).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
16,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/6 (16).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
17,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer gk ch1.1 ques/6 (17).png,,,GK,1.1,,,A,B,C,D,,RRB,Bi,Kiran,Ancient Indian History,
1,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1 (01).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1 (01).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
2,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1 (02).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1 (02).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
3,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1 (03).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1 (03).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
4,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1 (04).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1 (04).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
5,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1 (05).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1 (05).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
6,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1 (06).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1 (06).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
7,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1 (07).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1 (07).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
8,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1 (08).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1 (08).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
9,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1 (09).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1 (09).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
10,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1 (10).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1 (10).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
11,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1 (11).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1 (11).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
12,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1 (12).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1 (12).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
13,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(13).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1 (13).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
14,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(14).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1 (14).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
15,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(15).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1 (15).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
16,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(16).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1(16).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
17,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(17).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1(17).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
18,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(18).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1(18).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
19,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(19).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1(19).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
20,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(20).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1(20).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
21,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(21).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1(21).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
22,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(22).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1(22).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
23,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(23).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1(23).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
24,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(24).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1(24).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
25,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(25).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1(25).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
26,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(26).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1(26).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
27,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(27).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1(27).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
28,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(28).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1(28).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
29,1,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(29).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1(29).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
30,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(30).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1(30).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
31,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(31).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1(31).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
32,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(32).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1(32).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
33,4,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(33).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1(33).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
34,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(34).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1(34).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
35,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(35).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1(35).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
36,2,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(36).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1(36).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
37,3,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 que/1(37).png,,https://s3.amazonaws.com/rrbbodhi/rrbgenAwer ch 1.2 sol/1(37).png,GK,1.2,,,A,B,C,D,,RRB,Bi,Kiran,Medival Indian History,
