,sl.no.,correct,QuestionLink,direction,explanation,sectionType,category,topic_category,difficulty_level,optA,optB,optC,optD,optE,usedFor,lang,sources,chp_name
160,123,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (19).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
161,124,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (20).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
162,125,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (21).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
163,126,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (22).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
164,127,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (23).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
165,129,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (25).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
166,130,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (26).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
167,131,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (27).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
168,133,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (28).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
169,134,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (29).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
170,135,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (30).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
171,136,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (31).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
172,137,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (32).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
173,138,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (33).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
174,139,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (34).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
175,140,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (35).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
176,141,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (36).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
177,142,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (37).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
178,143,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (38).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
179,144,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (39).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
180,145,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (40).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
181,146,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (41).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
182,147,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (42).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
183,148,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (43).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
184,150,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (44).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
185,151,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (45).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
186,152,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (46).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
187,153,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (47).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
188,154,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (48).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
189,155,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (49).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
190,156,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (50).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
191,157,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (51).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
192,158,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (52).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
193,159,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (53).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
194,160,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (54).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
195,161,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (55).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
196,162,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (56).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
197,163,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (57).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
198,164,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (58).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
199,165,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (59).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
200,167,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (60).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
201,168,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (61).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
202,169,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (62).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
203,170,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (63).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
204,171,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (64).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
205,172,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (65).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
206,173,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (66).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
207,174,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (67).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
208,175,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (68).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
209,176,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (69).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
210,177,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (70).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
211,178,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (71).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
212,179,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (72).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
213,180,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (73).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
214,181,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (74).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
215,182,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (75).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
216,183,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (76).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
217,184,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (77).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
218,185,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (78).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
219,187,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (79).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
220,188,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (80).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
221,189,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (81).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
222,190,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (82).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
223,191,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (83).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
224,192,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (84).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
225,193,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (85).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
226,194,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (86).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
227,195,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (87).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
228,196,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (88).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
229,197,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (89).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
230,198,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (90).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
231,199,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (91).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
232,200,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (92).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
233,201,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (93).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
234,202,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (94).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
235,203,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (95).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
236,204,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (96).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
237,205,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (97).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
238,206,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (98).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
239,207,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/2 (99).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
240,208,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/3 (01).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
241,209,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/3 (02).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
242,210,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/3 (03).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
243,211,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/3 (04).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
244,212,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/3 (05).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
245,213,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/3 (06).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
246,214,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 10/3 (07).png,,,general_science,10.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Light
247,1,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (01).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
248,2,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (02).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
249,3,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (03).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
250,4,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (04).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
251,5,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (05).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
252,6,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (06).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
253,7,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (07).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
254,8,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (08).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
255,9,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (09).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
256,10,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (10).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
257,11,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (11).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
258,12,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (12).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
259,13,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (13).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
260,14,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (14).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
261,15,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (15).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
262,16,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (16).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
263,17,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (17).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
264,18,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (18).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
265,19,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (19).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
266,21,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (20).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
267,22,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (21).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
268,23,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (22).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
269,24,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (23).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
270,25,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (24).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
271,26,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (25).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
272,27,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (26).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
273,28,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (27).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
274,29,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (28).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
275,30,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (29).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
276,31,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (30).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
277,32,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (31).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
278,33,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (32).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
279,34,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (33).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
280,35,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (34).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
281,36,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (35).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
282,37,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (36).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
283,38,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (37).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
284,39,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (38).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
285,40,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (39).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
286,42,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (40).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
287,43,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (41).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
288,44,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (42).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
289,45,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (43).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
290,46,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (44).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
291,47,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (45).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
292,48,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (46).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
293,49,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (47).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
294,50,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (48).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
295,51,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (49).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
296,52,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (50).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
297,53,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (51).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
298,54,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (52).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
299,55,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (53).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
300,56,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (54).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
301,57,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (55).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
302,58,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (56).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
303,59,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (57).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
304,60,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (58).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
305,61,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (59).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
306,62,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (60).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
307,63,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (61).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
308,64,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (62).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
309,65,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (63).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
310,66,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (64).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
311,67,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (65).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
312,68,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (66).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
313,69,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (67).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
314,70,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (68).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
315,71,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (69).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
316,72,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (70).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
317,73,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (71).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
318,74,3,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (72).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
319,75,2,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (73).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
320,76,4,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (74).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
321,77,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (75).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
322,78,1,https://s3.amazonaws.com/rrbbodhi/rrb pyh ch 11/1 (76).png,,,general_science,11.1,,,A,B,C,D,E,RRB,Hindi,Lucent,Electric Current
