sl.no.,correct,QuestionLink,direction,explanation,sectionType,optA,optB,optC,optD,category,usedFor,lang,source,name
57,3,https://i.imgur.com/joTPEbu.png,,https://i.imgur.com/po0tI9j.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
58,4,https://i.imgur.com/vTXVSF0.png,,https://i.imgur.com/331CEMd.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
59,3,https://i.imgur.com/IXMxGo7.png,,https://i.imgur.com/Xa7Kl1y.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
60,4,https://i.imgur.com/ozEsAKf.png,,https://i.imgur.com/cWMyWWX.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
61,1,https://i.imgur.com/0cwDVwR.png,,https://i.imgur.com/KF4qlnf.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
62,1,https://i.imgur.com/cZLZvOs.png,,https://i.imgur.com/xqeY0O6.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
63,1,https://i.imgur.com/od53K4l.png,,https://i.imgur.com/ExKaRzO.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
64,3,https://i.imgur.com/PKx2p6O.png,,https://i.imgur.com/s0i8OCr.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
65,1,https://i.imgur.com/p5RdfF5.png,,https://i.imgur.com/DLsWsd3.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
66,3,https://i.imgur.com/l58Q28k.png,,https://i.imgur.com/XiZIJfG.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
67,2,https://i.imgur.com/DVbtezB.png,,https://i.imgur.com/VJhYDun.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
68,4,https://i.imgur.com/CouixtT.png,,https://i.imgur.com/U77JpjF.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
69,3,https://i.imgur.com/VCopPPg.png,,https://i.imgur.com/aqqh5XJ.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
70,2,https://i.imgur.com/41iu8FB.png,,https://i.imgur.com/MwIXh3r.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
71,1,https://i.imgur.com/uYTseIf.png,,https://i.imgur.com/6oLu1x8.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
72,2,https://i.imgur.com/3kTiLfw.png,,https://i.imgur.com/yUbcqrs.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
73,4,https://i.imgur.com/5JQwC2s.png,,https://i.imgur.com/N2CBMAU.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
74,3,https://i.imgur.com/i2R8PBO.png,,https://i.imgur.com/pD3FVL2.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
75,3,https://i.imgur.com/arXefxM.png,,https://i.imgur.com/i9rLZJX.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
76,2,https://i.imgur.com/x2r9mny.png,,https://i.imgur.com/IGZeje9.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
77,2,https://i.imgur.com/CeIAW5r.png,,https://i.imgur.com/ZU2ZP7D.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
78,2,https://i.imgur.com/dWxjqVD.png,,https://i.imgur.com/3web5MB.png,Reasoning,A,B,C,D,15.1,ssc,Bi,Vidya,Mathematical Operations
1,2,https://i.imgur.com/TQJrgbx.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/xkvgyVL.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
2,1,https://i.imgur.com/8qLrFtH.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/m0lCdTr.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
3,4,https://i.imgur.com/WaTBfek.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/u5ADKFt.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
4,1,https://i.imgur.com/W1WiSyv.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/bm52E37.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
5,2,https://i.imgur.com/hiC6iVB.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/bfA5fwp.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
6,3,https://i.imgur.com/AmFLud6.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/fM9SFpE.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
7,2,https://i.imgur.com/z29ru9N.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/e3rTotB.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
8,3,https://i.imgur.com/aauipAc.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/mtx0sM4.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
9,4,https://i.imgur.com/EYQcF91.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/z1aKHul.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
10,4,https://i.imgur.com/RVl58Tx.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/YiGvOq5.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
11,2,https://i.imgur.com/1heNv9P.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/00JF9pY.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
12,1,https://i.imgur.com/6Pu7dqk.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/zTzeZTM.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
13,1,https://i.imgur.com/Cf7VBSb.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/YYUJHJz.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
14,2,https://i.imgur.com/bcZXZ04.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/JabyAbS.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
15,4,https://i.imgur.com/7BZJ3id.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/XPaC945.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
16,2,https://i.imgur.com/PYZ55UY.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/3HDdvz7.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
17,3,https://i.imgur.com/TpZbrDn.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/loQ7kcn.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
18,1,https://i.imgur.com/4kaKdEt.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/x2HI9pC.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
19,3,https://i.imgur.com/5zED2au.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/5gwEQDp.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
20,2,https://i.imgur.com/80LPK8Q.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/GDpXOfG.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
21,1,https://i.imgur.com/UpJlkYr.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/sCwSCCE.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
22,3,https://i.imgur.com/X7dZRXr.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/IRUpP1Y.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
23,2,https://i.imgur.com/t68RInC.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/pMPXvlg.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
24,1,https://i.imgur.com/G3m8tu7.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/acJe835.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
25,2,https://i.imgur.com/IwnQgtD.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/GuZtW0v.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
26,4,https://i.imgur.com/xMylgDV.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/zho7uEu.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
27,1,https://i.imgur.com/FKXKOel.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/RfdOg8q.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
28,3,https://i.imgur.com/nXL3IN7.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/n25kn6K.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
29,2,https://i.imgur.com/NplzILz.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/NBhsdRI.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
30,3,https://i.imgur.com/FrYSZbL.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/mTPWU2s.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
32,1,https://i.imgur.com/uwir2Z0.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/Ssik1Br.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
33,4,https://i.imgur.com/HiC1Z8P.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/DbECWlE.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
34,4,https://i.imgur.com/AodERCE.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/xvMY9F9.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
35,4,https://i.imgur.com/wogMqO3.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/yBEthLY.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
36,3,https://i.imgur.com/7xjY87a.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/PgvSBFZ.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
37,4,https://i.imgur.com/6ogR1LG.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/Iw3GoXP.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
39,2,https://i.imgur.com/3RD0Sle.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/gcga3bv.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
40,3,https://i.imgur.com/nRPtgPr.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/GPCKdxP.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
41,1,https://i.imgur.com/Pgs8hcx.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/M1o74hg.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
42,3,https://i.imgur.com/lohR2ZJ.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/9Aamgfr.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
43,1,https://i.imgur.com/offvFHe.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/cK1GQez.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
44,2,https://i.imgur.com/u4jB16u.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/08Iikk6.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
46,2,https://i.imgur.com/N5A9xTK.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/JP6I7Q5.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
47,3,https://i.imgur.com/jTjXixW.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/wmuI2jI.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
48,2,https://i.imgur.com/Bg2wQb2.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/1tzP0eZ.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
49,2,https://i.imgur.com/41pABtI.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/vxgJiqW.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
50,4,https://i.imgur.com/UvvB4ca.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/pGNloGr.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
51,1,https://i.imgur.com/YvnQXsE.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/6T3PTGz.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
52,2,https://i.imgur.com/TxeDDZQ.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/IVpuG14.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
53,2,https://i.imgur.com/uVCMhMv.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/M0O8VlI.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
54,4,https://i.imgur.com/917GV9U.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/kCf0UAF.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
55,3,https://i.imgur.com/CazaR85.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/kKOaeGq.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
56,3,https://i.imgur.com/p7YXQTf.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/sqrPnkS.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
57,1,https://i.imgur.com/2YwZd4d.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/qQNwJUr.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
58,2,https://i.imgur.com/fXYhZr3.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/v9ejFNs.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
60,2,https://i.imgur.com/ZyfRqQI.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/ItGAzRI.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
61,1,https://i.imgur.com/hyVPu9h.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/2Zh8XfM.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
62,4,https://i.imgur.com/asLigbG.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/IpmFCa3.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
63,2,https://i.imgur.com/iI3kJcT.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/1nxPZxv.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
64,1,https://i.imgur.com/da4DW3H.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/sa3e9qk.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
65,1,https://i.imgur.com/4bdyH8M.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/EhF8b8p.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
67,1,https://i.imgur.com/zAMnhqc.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/T7roJow.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
68,1,https://i.imgur.com/rE5Jjd5.png,https://i.imgur.com/hH0DAuy.png,https://i.imgur.com/OsKla9M.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
71,3,https://i.imgur.com/fgYq1Hh.png,,https://i.imgur.com/oMQizBX.png,Reasoning,A,B,C,D,11.1,ssc,Bi,Vidya,Venn Diagram
