sl.no.,correct,QuestionLink,direction,explanation,sectionType,category,topic_category,difficulty_level,optA,optB,optC,optD,optE,usedFor,lang,sources,chp_name
79,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan302 (02).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_67 (04).png,Chemistry_NEET,6.1,5,D,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
80,b,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan302 (03).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_67 (05).png,Chemistry_NEET,6.1,5,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
81,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan303 (01).png,,,Chemistry_NEET,6.1,5,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
82,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan303 (02).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_67 (06).png,Chemistry_NEET,6.1,5,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
83,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan303 (03).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_67 (07).png,Chemistry_NEET,6.1,3,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
84,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan303 (04).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_67 (08).png,Chemistry_NEET,6.1,4,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
85,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan303 (05).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_67 (09).png,Chemistry_NEET,6.1,6,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
86,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan303 (06).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_67 (10).png,Chemistry_NEET,6.1,6,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
87,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan304 (01).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_67 (11).png,Chemistry_NEET,6.1,6,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
88,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan304 (02).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_67 (12).png,Chemistry_NEET,6.1,6,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
89,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan304 (03).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_67 (13).png,Chemistry_NEET,6.1,6,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
90,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan304 (04).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_67 (14).png,Chemistry_NEET,6.1,6,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
91,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan304 (05).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_68 (01).png,Chemistry_NEET,6.1,6,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
92,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan304 (06).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_68 (02).png,Chemistry_NEET,6.1,6,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
93,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan304 (07).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_68 (03).png,Chemistry_NEET,6.1,6,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
94,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan304 (08).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_68 (04).png,Chemistry_NEET,6.1,6,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
95,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan304 (09).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_68 (05).png,Chemistry_NEET,6.1,6,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
96,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan304 (10).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_68 (06).png,Chemistry_NEET,6.1,6,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
97,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan304 (11).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_68 (07).png,Chemistry_NEET,6.1,6,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
98,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan305 (01).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_68 (08).png,Chemistry_NEET,6.1,6,D,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
99,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan305 (02).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_68 (09).png,Chemistry_NEET,6.1,6,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
100,b,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan305 (03).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_68 (10).png,Chemistry_NEET,6.1,6,D,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
101,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan305 (04).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_68 (11).png,Chemistry_NEET,6.1,6,E,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
102,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan305 (05).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_68 (12).png,Chemistry_NEET,6.1,6,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
103,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan305 (06).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_68 (13).png,Chemistry_NEET,6.1,6,D,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
104,a,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan305 (07).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_68 (14).png,Chemistry_NEET,6.1,6,D,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
105,d,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan305 (08).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_68 (15).png,Chemistry_NEET,6.1,6,M,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
106,c,https://s3.amazonaws.com/chemistryiit/ionicequilibriumtiny/scan305 (09).png,,https://s3.amazonaws.com/chemistryiit/ionicequilibriumsoltiny/scan_68 (16).png,Chemistry_NEET,6.1,6,D,A,B,C,D,,JEE,Eng,LL,Ionic Equilibrium
1,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan444 (01).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_13 (01).png,Chemistry_NEET,9.1,1,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
2,c,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan444 (02).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_13 (02).png,Chemistry_NEET,9.1,1,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
3,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan444 (03).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_13 (03).png,Chemistry_NEET,9.1,1,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
4,c,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan444 (04).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_13 (04).png,Chemistry_NEET,9.1,1,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
5,a,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan444 (05).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_13 (05).png,Chemistry_NEET,9.1,1,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
6,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan445 (01).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_13 (06).png,Chemistry_NEET,9.1,1,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
7,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan445 (02).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_13 (07).png,Chemistry_NEET,9.1,3,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
8,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan445 (03).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_13 (08).png,Chemistry_NEET,9.1,3,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
9,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan445 (04).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_13 (09).png,Chemistry_NEET,9.1,3,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
10,c,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan445 (05).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_13 (10).png,Chemistry_NEET,9.1,3,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
11,c,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan445 (06).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_13 (11).png,Chemistry_NEET,9.1,3,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
12,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan445 (08).png,,,Chemistry_NEET,9.1,3,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
13,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan445 (09).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_14 (01).png,Chemistry_NEET,9.1,3,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
14,c,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan445 (10).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_14 (02).png,Chemistry_NEET,9.1,1,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
15,a,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan445 (11).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_14 (03).png,Chemistry_NEET,9.1,1,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
16,a,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan446 (01).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_14 (04).png,Chemistry_NEET,9.1,1,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
17,a,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan446 (02).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_14 (05).png,Chemistry_NEET,9.1,1,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
18,a,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan446 (03).png,,,Chemistry_NEET,9.1,1,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
19,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan446 (04).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_14 (06).png,Chemistry_NEET,9.1,1,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
20,a,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan446 (05).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_14 (07).png,Chemistry_NEET,9.1,3,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
21,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan447 (01).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_14 (08).png,Chemistry_NEET,9.1,3,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
22,a,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan447 (02).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_14 (09).png,Chemistry_NEET,9.1,3,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
23,c,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan447 (03).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_15 (01).png,Chemistry_NEET,9.1,1,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
24,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan447 (04).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_15 (02).png,Chemistry_NEET,9.1,2,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
25,a,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan448 (01).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_15 (03).png,Chemistry_NEET,9.1,2,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
26,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan448 (02).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_15 (04).png,Chemistry_NEET,9.1,2,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
27,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan448 (03).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_15 (05).png,Chemistry_NEET,9.1,2,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
28,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan448 (04).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_15 (06).png,Chemistry_NEET,9.1,2,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
29,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan448 (05).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_15 (07).png,Chemistry_NEET,9.1,2,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
30,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan449 (01).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_15 (08).png,Chemistry_NEET,9.1,2,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
31,a,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan449 (02).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_15 (09).png,Chemistry_NEET,9.1,4,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
32,c,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan449 (03).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_15 (10).png,Chemistry_NEET,9.1,4,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
33,a,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan449 (04).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_15 (11).png,Chemistry_NEET,9.1,4,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
34,c,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan450 (01).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_15 (12).png,Chemistry_NEET,9.1,4,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
35,a,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan450 (02).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_15 (13).png,Chemistry_NEET,9.1,4,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
36,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan450 (03).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_15 (14).png,Chemistry_NEET,9.1,4,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
37,c,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan450 (04).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_15 (15).png,Chemistry_NEET,9.1,4,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
38,c,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan450 (05).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_15 (16).png,Chemistry_NEET,9.1,4,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
39,a,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan450 (06).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_15 (17).png,Chemistry_NEET,9.1,3,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
40,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan450 (07).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_15 (18).png,Chemistry_NEET,9.1,3,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
41,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan450 (08).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_15 (19).png,Chemistry_NEET,9.1,3,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
42,c,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan450 (09).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_15 (20).png,Chemistry_NEET,9.1,3,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
43,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan450 (10).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_15 (21).png,Chemistry_NEET,9.1,4,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
44,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan450 (11).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_15 (22).png,Chemistry_NEET,9.1,3,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
45,c,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan450 (12).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_16 (01).png,Chemistry_NEET,9.1,4,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
46,a,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan450 (13).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_16 (02).png,Chemistry_NEET,9.1,4,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
47,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan451 (01).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_16 (03).png,Chemistry_NEET,9.1,3,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
48,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan451 (02).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_16 (04).png,Chemistry_NEET,9.1,3,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
49,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan451 (03).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_16 (05).png,Chemistry_NEET,9.1,3,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
50,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan451 (04).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_16 (06).png,Chemistry_NEET,9.1,3,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
51,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan451 (05).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_16 (07).png,Chemistry_NEET,9.1,3,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
52,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan451 (07).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_16 (09).png,Chemistry_NEET,9.1,3,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
53,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan451 (08).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_16 (10).png,Chemistry_NEET,9.1,3,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
54,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan451 (09).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_16 (11).png,Chemistry_NEET,9.1,3,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
55,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan451 (10).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_16 (12).png,Chemistry_NEET,9.1,3,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
56,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan452 (01).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_16 (13).png,Chemistry_NEET,9.1,3,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
57,c,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan452 (02).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_16 (14).png,Chemistry_NEET,9.1,4,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
58,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan452 (03).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_16 (15).png,Chemistry_NEET,9.1,4,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
59,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan452 (04).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_16 (16).png,Chemistry_NEET,9.1,4,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
60,a,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan452 (05).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_16 (17).png,Chemistry_NEET,9.1,3,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
61,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan452 (06).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_16 (18).png,Chemistry_NEET,9.1,4,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
62,a,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan452 (07).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_16 (19).png,Chemistry_NEET,9.1,4,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
63,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan452 (08).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_16 (20).png,Chemistry_NEET,9.1,4,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
64,c,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan453 (01).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_16 (21).png,Chemistry_NEET,9.1,3,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
65,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan453 (02).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_16 (22).png,Chemistry_NEET,9.1,4,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
66,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan453 (03).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_17 (01).png,Chemistry_NEET,9.1,4,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
67,c,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan453 (04).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_17 (02).png,Chemistry_NEET,9.1,4,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
68,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan453 (05).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_17 (03).png,Chemistry_NEET,9.1,4,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
69,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan453 (06).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_17 (04).png,Chemistry_NEET,9.1,4,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
70,c,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan453 (07).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_17 (05).png,Chemistry_NEET,9.1,4,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
71,a,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan453 (08).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_17 (06).png,Chemistry_NEET,9.1,4,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
72,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan454 (01).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_17 (07).png,Chemistry_NEET,9.1,4,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
73,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan454 (02).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_17 (08).png,Chemistry_NEET,9.1,4,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
74,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan454 (03).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_17 (09).png,Chemistry_NEET,9.1,4,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
75,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan454 (04).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_17 (10).png,Chemistry_NEET,9.1,4,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
76,c,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan454 (05).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_17 (11).png,Chemistry_NEET,9.1,4,M,A,B,C,D,,JEE,Eng,LL,Liquid Solution
77,d,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan454 (06).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_17 (12).png,Chemistry_NEET,9.1,4,E,A,B,C,D,,JEE,Eng,LL,Liquid Solution
78,b,https://s3.amazonaws.com/chemistryiit/liquidtiny/scan454 (07).png,,https://s3.amazonaws.com/chemistryiit/liquidsolutionstiny/scan84_17 (13).png,Chemistry_NEET,9.1,4,D,A,B,C,D,,JEE,Eng,LL,Liquid Solution
