,sl.no.,correct,QuestionLink,direction,explanation,sectionType,category,topic_category,difficulty_level,optA,optB,optC,optD,optE,usedFor,lang,sources,chp_name
108,10,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (10).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (10).png,bio,10.1,3,M,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
109,11,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (11).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (11).png,bio,10.1,3,E,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
110,12,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (12).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (12).png,bio,10.1,2,E,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
111,13,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (13).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (13).png,bio,10.1,1,E,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
112,14,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (14).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (14).png,bio,10.1,1,E,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
113,15,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (15).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (15).png,bio,10.1,3,E,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
114,16,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (16).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (16).png,bio,10.1,3,M,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
115,17,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (17).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (17).png,bio,10.1,2,M,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
116,18,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (18).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (18).png,bio,10.1,3,D,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
117,19,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (19).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (19).png,bio,10.1,3,E,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
118,20,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (20).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (20).png,bio,10.1,3,E,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
119,21,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (21).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (21).png,bio,10.1,2,D,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
120,22,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (22).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (22).png,bio,10.1,1,M,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
121,23,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (23).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (23).png,bio,10.1,2,M,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
122,24,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (24).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (24).png,bio,10.1,1,E,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
123,25,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (25).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (25).png,bio,10.1,3,E,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
124,26,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (26).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (26).png,bio,10.1,1,M,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
125,27,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (27).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (27).png,bio,10.1,1,D,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
126,28,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (28).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (28).png,bio,10.1,2,M,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
127,29,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (29).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (29).png,bio,10.1,3,M,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
128,30,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (30).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (30).png,bio,10.1,1,E,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
129,31,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (31).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (31).png,bio,10.1,3,E,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
130,32,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (32).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (32).png,bio,10.1,1,M,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
131,33,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (33).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (33).png,bio,10.1,2,E,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
132,34,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (34).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (34).png,bio,10.1,1,E,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
133,35,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (35).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (35).png,bio,10.1,2,E,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
134,36,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (36).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (36).png,bio,10.1,3,M,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
135,37,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (37).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (37).png,bio,10.1,3,M,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
136,38,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (38).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (38).png,bio,10.1,1,M,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
137,39,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (39).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (39).png,bio,10.1,3,D,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
138,40,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (40).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (40).png,bio,10.1,3,M,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
139,41,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (41).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (41).png,bio,10.1,1,D,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
140,42,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (42).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (42).png,bio,10.1,2,M,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
141,43,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (43).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (43).png,bio,10.1,3,E,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
142,44,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (44).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (44).png,bio,10.1,3,M,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
143,45,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (45).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (45).png,bio,10.1,2,E,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
144,46,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (46).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (46).png,bio,10.1,3,M,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
145,47,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (47).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (47).png,bio,10.1,3,D,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
146,48,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (48).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (48).png,bio,10.1,2,D,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
147,49,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (49).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (49).png,bio,10.1,2,E,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
148,50,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (50).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (50).png,bio,10.1,2,E,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
149,51,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (51).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (51).png,bio,10.1,2,M,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
150,52,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (52).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (52).png,bio,10.1,3,D,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
151,53,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (53).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (53).png,bio,10.1,2,E,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
152,54,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (54).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (54).png,bio,10.1,2,D,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
153,55,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (55).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (55).png,bio,10.1,2,D,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
154,56,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (56).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (56).png,bio,10.1,2,D,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
155,57,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (57).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (57).png,bio,10.1,3,M,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
156,58,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (58).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (58).png,bio,10.1,3,M,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
157,59,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (59).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (59).png,bio,10.1,3,D,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
158,60,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (60).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (60).png,bio,10.1,3,M,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
159,61,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (61).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (61).png,bio,10.1,3,D,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
160,62,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (62).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (62).png,bio,10.1,3,M,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
161,63,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (63).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (63).png,bio,10.1,2,M,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
162,65,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (65).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (65).png,bio,10.1,2,D,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
163,66,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (66).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (66).png,bio,10.1,1,D,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
164,67,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (67).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (67).png,bio,10.1,1,M,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
165,68,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (68).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (68).png,bio,10.1,1,D,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
166,69,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (69).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (69).png,bio,10.1,3,D,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
167,70,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (70).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (70).png,bio,10.1,3,D,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
168,71,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (71).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (71).png,bio,10.1,1,D,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
169,72,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 QUE/2 (72).png,,https://s3.amazonaws.com/neetbodhiai/bioneet chp 10 SOL/1 (72).png,bio,10.1,3,E,A,B,C,D,,NEET,Eng,Universal,Cell Cycle And Cell Division
170,1,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/1 (01).png,,,bio,11.1,2,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
171,2,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/1 (02).png,,,bio,11.1,2,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
172,3,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/1 (03).png,,,bio,11.1,2,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
173,4,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/1 (04).png,,,bio,11.1,2,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
174,5,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/1 (05).png,,,bio,11.1,2,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
175,6,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/1 (06).png,,,bio,11.1,2,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
176,7,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/1 (07).png,,,bio,11.1,2,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
177,8,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/1 (08).png,,,bio,11.1,2,M,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
178,9,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/1 (09).png,,,bio,11.1,2,M,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
179,10,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/1 (10).png,,,bio,11.1,2,M,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
180,11,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/1 (11).png,,,bio,11.1,1,M,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
181,12,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/1 (12).png,,,bio,11.1,3,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
182,13,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/1 (13).png,,,bio,11.1,2,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
183,14,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/1 (14).png,,,bio,11.1,2,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
184,15,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/1 (15).png,,,bio,11.1,1,M,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
185,16,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/1 (16).png,,,bio,11.1,1,M,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
186,17,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/1 (17).png,,,bio,11.1,1,D,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
187,1,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/2 (01).png,,,bio,11.1,2,D,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
188,2,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/2 (02).png,,,bio,11.1,2,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
189,3,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/2 (03).png,,,bio,11.1,2,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
190,4,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/2 (04).png,,,bio,11.1,2,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
191,5,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/2 (05).png,,,bio,11.1,2,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
192,6,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/2 (06).png,,,bio,11.1,2,M,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
193,7,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/2 (07).png,,,bio,11.1,2,M,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
194,8,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/2 (08).png,,,bio,11.1,2,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
195,9,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/2 (09).png,,,bio,11.1,2,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
196,10,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/2 (10).png,,,bio,11.1,2,D,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
197,11,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/2 (11).png,,,bio,11.1,2,M,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
198,12,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/2 (12).png,,,bio,11.1,2,D,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
199,1,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (01).png,,,bio,11.1,3,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
200,2,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (02).png,,,bio,11.1,1,M,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
201,3,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (03).png,,,bio,11.1,3,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
202,4,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (04).png,,,bio,11.1,3,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
203,5,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (05).png,,,bio,11.1,1,M,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
204,6,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (06).png,,,bio,11.1,1,D,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
205,7,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (07).png,,,bio,11.1,3,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
206,8,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (08).png,,,bio,11.1,3,M,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
207,9,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (09).png,,,bio,11.1,1,M,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
208,10,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (10).png,,,bio,11.1,3,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
209,11,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (11).png,,,bio,11.1,3,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
210,12,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (12).png,,,bio,11.1,3,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
211,13,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (13).png,,,bio,11.1,3,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
212,14,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (14).png,,,bio,11.1,3,M,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
213,15,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (15).png,,,bio,11.1,3,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
214,16,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (16).png,,,bio,11.1,3,D,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
215,17,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (17).png,,,bio,11.1,3,D,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
216,18,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (18).png,,,bio,11.1,2,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
217,19,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (19).png,,,bio,11.1,3,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
218,20,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (20).png,,,bio,11.1,3,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
219,21,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (21).png,,,bio,11.1,3,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
220,22,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (22).png,,,bio,11.1,5,M,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
221,23,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (23).png,,,bio,11.1,3,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
222,24,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (24).png,,,bio,11.1,3,M,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
223,25,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/3 (25).png,,,bio,11.1,3,D,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
224,1,a,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/4 (01).png,,,bio,11.1,3,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
225,2,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/4 (02).png,,,bio,11.1,3,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
226,3,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/4 (03).png,,,bio,11.1,3,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
227,1,d,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/5 (01).png,,,bio,11.1,3,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
228,2,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/5 (02).png,,,bio,11.1,3,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
229,3,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/5 (03).png,,,bio,11.1,3,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
230,4,c,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/5 (04).png,,,bio,11.1,3,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
231,5,b,https://s3.amazonaws.com/neetbodhiai/bioneet chp 11 QUE/5 (05).png,,,bio,11.1,3,E,A,B,C,D,,NEET,Eng,Universal,Transport in Plant
